Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9
1-4-Benzenediol	-0.24151363035422074	-13.590772045887155	-5.9594826535859475	14.205894749978539	0.7128940127182896	5.286567246627418	-0.6325844403820217	-1.0864785443651424	4.549921600156946
1-4-butanediol	-4.31454317740803	8.939467915564059	-1.2554248961377017	1.4676075009758918	-4.548412329503596	-0.981462317158004	0.3178820683246323	-2.8875296336334166	4.091438729765041
1-bromo-1,2,2,2-tetrafluoroethane	-2.7811087516971122	-1.3470532962444088	1.5183927586340473	0.007064560230194767	0.5927279843946789	-2.148268061145129	6.8615595824645945	10.630144325845194	-3.624857014796355
1-bromo-1-chloro-2,2,2-trifluoroethane	-3.313503886706378	-0.49659140516973027	7.117490140471175	-0.35473402254374253	3.1840687110556813	-0.15702823543279196	-1.7269622798211157	7.801960360453242	-0.6563242374174506
1-bromo-2-chloroethane	-4.5246662088509275	-0.5399246723231395	7.404414356247027	-1.1496920299170956	-0.70316779748239	0.2105000285930551	-2.3830877939130817	0.9981252102198707	0.036596543661178635
1-Bromobutane	-4.342735704613825	6.7335290048357415	3.972989949102422	6.028490802044614	-5.078705319112454	-5.2350849927391385	0.4635056972610896	0.4373709981328692	-4.039775595466914
1-bromopentane	-3.7758413898263083	9.055884099843073	8.86551001680246	5.468182446553355	-2.971866203106128	-5.559498462040808	-3.9074143433402293	-6.351111676285708	-1.8455368643183516
1-bromopropane	-5.403457150182104	3.750127849723462	3.4599866173599128	1.6155254499906384	-2.911268428067525	-8.736344213811055	1.8067928116734535	-0.9820763360883594	-0.8897999136567499
1-butene	-5.635536802225246	-0.6746557594601627	-1.043332967867129	-2.798358350735204	-4.461687109830082	-1.6451639668783964	-2.862273454165379	-0.3334683379192605	-1.9114244127608302
1-chloro-2,2,2-trifluoroethane	-4.0705974673295895	2.2750648064901453	8.839256989310352	8.74139742206597	4.914156715942587	-4.341895434859772	-3.5143340024998357	-1.3181110255220228	3.6351815853968183
1-chloro-2,2,2-trifluoroethyl_difluoromethyl_ether	-3.4643630299009462	11.182051541155724	0.7747488368898571	3.228256642655214	17.020305969184594	3.159625532386934	-2.9469270272621575	1.9207218050613857	-3.5939437794267133
1-chloropentane	-3.4573369006903474	6.352845446556146	9.712869417839064	-2.5640518769540166	3.3509802992109874	1.122181051466716	6.078101696631945	-4.739839025387772	6.267250135843837
1-chloropropane	-5.2983532696618	2.5962397521610026	7.033861771316808	-2.4294911387761027	-1.8816463267485184	0.8350455539463393	1.3269041244285869	-3.0142004238516944	2.175871204302393
1-hexene	-4.237260653095456	2.321836593516277	-4.898446993827088	-1.4934215706603793	-7.979226457152349	-0.28449064532041296	0.41261257908784077	-1.8597186153643976	-0.6088485414826792
1-hexyne	-3.961241394458914	5.125386954092461	1.8752125074923975	-1.9257495828253341	-3.7255553549762057	-3.620061892443997	-2.548685607829286	-1.4939567176048978	4.85107092637271
1-methylthymine	-1.0360145687881592	-0.9355372212099164	-11.620544477805547	-6.314483364998879	7.944632637707585	-2.4758065417191166	-6.303808656959353	-8.374269614835042	-2.6933339893442567
1-nitrobutane	-3.40820592958768	9.863513354250074	8.035695369953444	-2.998425902408249	-1.1683371549487946	10.680042615978547	2.47495221665194	3.8799119323516034	-1.9574599239584525
1-nitropropane	-3.7399214782420382	8.574860958637853	7.874718428672695	-3.101389438622276	3.638923974256682	3.943907283965475	1.9836971767455065	1.5628154344155947	1.4813426966189283
1-pentene	-4.93248122278654	1.0646251131332616	-1.0065605821218953	-4.79018928456759	-2.857313494715441	-0.8792278025389823	-0.8642464275652726	-5.310168735287079	-0.18583659783264345
1-pentyne	-4.846311190692949	2.9939169557841825	3.1553848687200237	0.20266933654566893	-2.629943049193241	-0.6820567967868562	-0.856645203376551	-5.612588967557146	5.274114590436154
1-propanethiol	-4.754584814540893	-4.021082706731189	-4.617223054206485	-2.033660426642121	2.2392321217644833	2.900505659757751	-6.248294113448414	2.3610957605516307	-2.541173307739938
2-3-4-Trihydroxybenz	-0.6210705121282035	-11.568288446353845	2.396917169773697	7.3066395541425235	-2.0104981165315206	-0.022323708209714445	-3.538761509922883	1.2569687496706683	12.049740899752717
2-3-butanediol	-4.594815683790272	6.942270413115511	-5.983971642017332	-0.931042740405482	-3.9239298808334864	-0.9259570103709736	2.383756810059005	3.2282107748770197	4.778170569480991
2-Ethylphenol	-2.6999894332634944	-13.051821341367699	2.8223889564528655	2.2562689403099876	-0.35706750433982015	-1.9171872722211338	-1.2680881506769557	3.6682080598668936	1.863936720217964
2-Hydroxy-1-naphthaldehyde	1.3425038390257382	-6.8564046734452475	-5.116536846052205	-2.642457298646593	5.883078615239089	0.13962390312291886	0.9893437870582108	-0.36077876055059743	4.955110860590862
2-Methoxyphenol	-7.125739257613016	-12.5184301119685	2.843902308962665	-2.7879614051259454	-2.592722321565094	4.347612203405166	-1.6121830801347194	-4.966485695807395	-1.31084166890506
2-naphthylamine	-0.4982178343767111	-10.963700666024279	-1.622833736637092	0.36770813514420025	-1.4667529483735249	-5.862354038046782	8.14919680709425	3.470691719007356	0.06129775650142571
2-napthol	-0.06231097571851644	-10.993654789718507	-3.1554235400177357	-5.325758021261231	5.051113576792682	-2.436478236323529	2.0304122578459447	-1.8210476572532526	4.200694747537726
2-Propylphenol	-1.889842369656721	-13.176210446803466	2.1693406809085385	4.435091337018306	2.227890048484474	-0.4266642340908497	-0.6741863859040426	4.872314332033262	1.00316402251442
3-Chloro-bicyclo-dimethyl_phosphate	3.774880270626047	-5.480098084113061	-9.285950487527542	3.704410885514286	5.518887459177726	0.08002777403928302	11.84597321665771	0.4730484390336765	-1.05004034672298
3-chlorophenol	-2.288990184233383	-2.152478402559489	-5.420508187817451	-5.8861928673811414	0.16653272298287733	-2.0742728613908255	-0.7875550113096982	-1.415061747274329	2.5601556287566214
3-nitrophenol	-2.599530565811264	3.8225105384148637	-2.955323391298604	-3.0224149152054074	-3.9295370436366026	-0.9137529264729153	-8.867647471741542	-3.6899313071752466	-2.6385609200467495
4-chlorophenol	-2.7534849934122057	-3.165279926940987	-9.047929865469849	-1.6088166108853224	7.626824826854484	-4.104876920327962	2.3757209677767044	-4.448603835291652	-3.325429673684205
4-Ethylphenol	-3.334946615413616	-12.856133284701139	-0.1519522946815478	3.6090634434167783	-0.08607649417230721	-6.290702598533577	-1.6948351307149674	-0.21047945474634241	-7.730669778231355
4-Hydroxypentanoic_acid	-1.4780058506444902	-8.364261449314483	-0.041330074307341313	0.9229269266799888	-4.734525471380992	8.677813983829182	4.025346843921674	-0.9902246799660805	-2.9776988143445093
4-methylphenol	-3.6613240223100454	-13.642752798010804	-0.7635013615028672	-1.25992649001378	-0.33988957128924635	-6.398180261551343	-1.0943938546336789	3.1679812949213444	-1.416703370468395
4-nitrophenol	-1.5650878279906157	0.4307906949159566	-0.42784660274070785	-2.162617363058685	0.9268538682924823	3.2206023998712725	-12.500900753814083	2.224010174209103	3.582266490470249
bare_surface	191.23742891092033	1.259879826925888	1.2472652592999431	-0.4045845699209903	-1.1075984428556649	-0.15003548604155303	-0.5357192993568424	-0.31180179318723644	-0.407600171631698
Benzaldehyde	-1.804250436825076	0.04932844347064857	-5.854081389891654	-4.3135418984693175	2.4458394874038443	-1.2094033885107078	-8.699141347748073	10.28408696978053	0.33383477759801217
Betaine	-2.784122953399022	-13.877825757852776	0.24061666174178634	6.83333537259	-3.1840625164812657	11.81174659811863	-2.521161781693327	-3.7695215260847164	-0.2285246640208742
Butanoic_acid	-3.123187871188641	-9.76169951551261	1.7253180882287085	1.9000043257780157	-3.5335130896706537	-1.9985959544237815	3.120146234971771	-3.1654560595655394	-8.260467433782736
butanol	-5.158135980309929	4.745998854050096	-2.2966678081616685	-1.3365386748631125	-5.223549459897064	-1.98629170495299	-0.5675438777856343	2.780418945872008	0.3273017436652474
cyclohexanol	-4.338629252731462	6.098153935210649	-4.725279511184996	0.590176388480187	-5.546590225888299	7.35550511009489	-3.283494069920454	-1.3069146417363953	-7.482043225720946
